Beginning of program:

(26,44)
(63,107)
(77,130)
(96,163)
(81,137)
(65,110)
(60,102)
(36,61)
(55,93)
(70,119)
(18,30)
(11,18)
(42,71)
(32,54)
(96,163)
(79,134)
(21,35)
(70,119)
(84,142)
(72,122)
(27,45)
(34,57)
(40,68)
(83,141)
(72,122)
(98,166)
(30,51)
(63,107)
(47,79)
(50,85)
(30,51)
(73,124)
(14,23)
(59,100)
(22,37)
(47,79)
(24,40)
(82,139)
(35,59)
(32,54)
(4,6)
(54,91)
(43,73)
(98,166)
(86,146)
(40,68)
(78,132)
(59,100)
(62,105)
(62,105)
(83,141)
(41,69)
(48,81)
(23,39)
(24,40)
(72,122)
(22,37)
(54,91)
(35,59)
(21,35)
(57,96)
(65,110)
(47,79)
(71,120)
(76,129)
(69,117)
(18,30)
(1,1)
(3,5)
(53,90)
(33,56)
(7,11)
(59,100)
(28,47)
(6,10)
(97,164)
(20,34)
(84,142)
(8,13)
(34,57)
(98,166)
(91,154)
(76,129)
(98,166)
(15,25)
(52,88)
(71,120)
(89,151)
(59,100)
(6,10)
(10,17)
(16,27)
(24,40)
(9,15)
(39,66)
(0,0)
(78,132)
(9,15)
(53,90)
(81,137)
(14,23)
(38,64)
(89,151)
(26,44)
(67,113)
(47,79)
(23,39)
(87,147)
(31,52)
(32,54)
(22,37)
(81,137)
(75,127)
(50,85)
(79,134)
(90,153)
(54,91)
(50,85)
(31,52)
(13,22)
(57,96)
(94,159)
(81,137)
(81,137)
(3,5)
(20,34)
(33,56)
(82,139)
(81,137)
(87,147)
(15,25)
(96,163)
(25,42)
(4,6)
(22,37)
(92,156)
(51,86)
(97,164)
(32,54)
(34,57)
(81,137)
(6,10)
(15,25)
(57,96)
(8,13)
(95,161)
(99,168)
(62,105)
(97,164)
(83,141)
(76,129)
(54,91)
(77,130)
(9,15)
(87,147)
(32,54)
(82,139)
(21,35)
(66,112)
(63,107)
(60,102)
(82,139)
(11,18)
(85,144)
(86,146)
(85,144)
(30,51)
(90,153)
(83,141)
(14,23)
(76,129)
(16,27)
(20,34)
(92,156)
(25,42)
(28,47)
(39,66)
(25,42)
(90,153)
(36,61)
(60,102)
(18,30)
(43,73)
(37,62)
(28,47)
(82,139)
(21,35)
(10,17)
(55,93)
(88,149)
(25,42)
(15,25)
(70,119)
(37,62)
(53,90)
(8,13)
(22,37)
(83,141)
(50,85)
(57,96)
(97,164)
(27,45)
(26,44)
(69,117)
(71,120)
(51,86)
(49,83)
(10,17)
(28,47)
(39,66)
(98,166)
(88,149)
(10,17)
(93,158)
(77,130)
(90,153)
(76,129)
(99,168)
(52,88)
(31,52)
(87,147)
(77,130)
(99,168)
(57,96)
(66,112)
(52,88)
(17,28)
(41,69)
(35,59)
(68,115)
(98,166)
(84,142)
(95,161)
(76,129)
(5,8)
(66,112)
(28,47)
(54,91)
(28,47)
(8,13)
(93,158)
(78,132)
(97,164)
(55,93)
(72,122)
(74,125)
(45,76)
(0,0)
(25,42)
(97,164)
(83,141)
(12,20)
(27,45)
(82,139)
(21,35)
